index,Ship Mode,Predicted
40134,Standard Class,Standard Class
22085,Standard Class,Standard Class
12770,Same Day,Standard Class
23010,Standard Class,Standard Class
29805,Second Class,Standard Class
22994,Standard Class,Standard Class
8058,Standard Class,Standard Class
9351,First Class,Standard Class
24845,Second Class,Standard Class
1888,Same Day,
2524,Standard Class,Standard Class
2062,Second Class,Standard Class
24498,First Class,
42542,Standard Class,Standard Class
48939,Standard Class,Standard Class
35414,Standard Class,Standard Class
35355,Standard Class,Standard Class
20734,Standard Class,Standard Class
17839,Standard Class,Standard Class
2244,First Class,Standard Class
35933,Standard Class,Standard Class
37696,Standard Class,Standard Class
6688,Standard Class,Standard Class
37956,Standard Class,Standard Class
30770,First Class,Standard Class
36036,Standard Class,Standard Class
31456,Second Class,Standard Class
15213,Second Class,Standard Class
47219,Same Day,Standard Class
44860,Standard Class,Standard Class
24802,Second Class,Standard Class
4373,First Class,Standard Class
17699,Standard Class,Standard Class
7384,Standard Class,Standard Class
20448,Standard Class,Standard Class
45480,Standard Class,Standard Class
32390,Standard Class,Standard Class
39020,Standard Class,Standard Class
17785,Standard Class,Standard Class
11584,Same Day,
45725,Second Class,Standard Class
1549,Same Day,Standard Class
49337,Standard Class,Standard Class
18427,Standard Class,Standard Class
24667,First Class,Standard Class
29854,Second Class,Standard Class
32132,Second Class,Standard Class
41997,Standard Class,Standard Class
21024,Standard Class,Standard Class
45602,Standard Class,Standard Class
383,Standard Class,Standard Class
19131,Standard Class,Standard Class
45889,Standard Class,Standard Class
25681,Same Day,Standard Class
36023,Standard Class,Standard Class
19287,Standard Class,Standard Class
38965,Standard Class,Standard Class
4895,Standard Class,Standard Class
39131,Standard Class,Standard Class
1819,Same Day,Standard Class
8404,Standard Class,Standard Class
284,Standard Class,Standard Class
3835,Second Class,Standard Class
25435,Second Class,Standard Class
44692,Standard Class,Standard Class
1378,First Class,
37391,Standard Class,Standard Class
26680,Second Class,Standard Class
11180,Same Day,Standard Class
22741,Standard Class,Standard Class
29044,First Class,Standard Class
27081,First Class,Standard Class
45313,First Class,Standard Class
24158,Second Class,Standard Class
17048,Standard Class,Standard Class
27361,Second Class,Standard Class
48919,First Class,Standard Class
15511,Standard Class,Standard Class
8307,Standard Class,Standard Class
43144,Standard Class,Standard Class
3230,Standard Class,Standard Class
21827,Standard Class,Standard Class
46426,Standard Class,Standard Class
9102,Standard Class,Standard Class
11109,Second Class,Standard Class
32688,Standard Class,Standard Class
48561,Second Class,Standard Class
12281,First Class,Standard Class
5204,Standard Class,Standard Class
2786,Standard Class,Standard Class
1736,Second Class,Standard Class
22337,Standard Class,Standard Class
25714,Same Day,Standard Class
8111,Standard Class,Standard Class
48795,Standard Class,Standard Class
30823,Same Day,Standard Class
17647,Standard Class,Standard Class
37790,Standard Class,Standard Class
20661,Standard Class,Standard Class
8342,Standard Class,Standard Class
22112,Standard Class,Standard Class
45707,Second Class,
48830,Standard Class,Standard Class
14365,Second Class,
18708,Standard Class,Standard Class
42087,Standard Class,Standard Class
9637,Same Day,Standard Class
47283,Standard Class,Standard Class
16244,Standard Class,Standard Class
19550,Standard Class,Standard Class
20060,Standard Class,Standard Class
32383,Standard Class,Standard Class
36450,Standard Class,Standard Class
38652,Standard Class,Standard Class
35535,Standard Class,Standard Class
41859,Standard Class,Standard Class
16742,Standard Class,Standard Class
11858,Same Day,Standard Class
195,Standard Class,Standard Class
32914,Standard Class,Standard Class
23851,Same Day,
34600,Standard Class,Standard Class
37972,Standard Class,Standard Class
22536,Standard Class,Standard Class
47615,Second Class,Standard Class
14977,Second Class,Standard Class
30545,First Class,Standard Class
36942,Standard Class,Standard Class
14578,Second Class,
27968,First Class,
15235,Second Class,Standard Class
19613,Standard Class,Standard Class
41780,Standard Class,Standard Class
21064,Standard Class,Standard Class
9686,First Class,Standard Class
37407,Standard Class,Standard Class
45568,Standard Class,Standard Class
15602,Standard Class,Standard Class
21746,Standard Class,Standard Class
46879,Standard Class,Standard Class
34757,Standard Class,Standard Class
3498,Standard Class,Standard Class
27749,First Class,Standard Class
31832,Second Class,Standard Class
29092,First Class,
11205,Same Day,Standard Class
42299,Standard Class,Standard Class
32802,Standard Class,Standard Class
25960,First Class,Standard Class
751,Standard Class,Standard Class
24295,Second Class,Standard Class
49596,First Class,Standard Class
1973,Second Class,Standard Class
45077,Standard Class,Standard Class
8979,Standard Class,Standard Class
19470,Standard Class,Standard Class
22716,Standard Class,Standard Class
21661,Standard Class,Standard Class
9523,First Class,
38640,Standard Class,Standard Class
13251,First Class,Standard Class
12885,First Class,Standard Class
11408,Second Class,
29702,Second Class,Standard Class
8354,Standard Class,Standard Class
33522,Standard Class,Standard Class
23449,Standard Class,Standard Class
23069,Standard Class,Standard Class
15928,Standard Class,Standard Class
36133,Standard Class,Standard Class
42165,Standard Class,Standard Class
30659,First Class,Standard Class
41568,Standard Class,Standard Class
16497,Standard Class,Standard Class
37855,Standard Class,Standard Class
26976,First Class,
2778,Standard Class,Standard Class
10673,Second Class,Standard Class
16085,Standard Class,Standard Class
10565,Second Class,Standard Class
25286,First Class,Standard Class
38995,Standard Class,Standard Class
3136,Standard Class,Standard Class
18272,Standard Class,Standard Class
27054,Second Class,Standard Class
26791,First Class,
3813,Second Class,Standard Class
18697,Standard Class,Standard Class
49059,Standard Class,Standard Class
1932,First Class,Standard Class
11661,Second Class,
25753,Same Day,Standard Class
4189,Standard Class,Standard Class
37349,Standard Class,Standard Class
22530,Standard Class,Standard Class
28456,Same Day,Standard Class
2701,Standard Class,Standard Class
10816,Second Class,Standard Class
20928,Standard Class,Standard Class
12619,Same Day,Standard Class
24203,First Class,Standard Class
7191,Standard Class,Standard Class
48011,Standard Class,Standard Class
24190,Same Day,Standard Class
1029,Standard Class,Standard Class
41266,Standard Class,Standard Class
26952,Second Class,Standard Class
289,Standard Class,Standard Class
22647,Standard Class,Standard Class
17928,Standard Class,Standard Class
48530,Standard Class,Standard Class
30274,First Class,Standard Class
5816,First Class,Standard Class
35637,Standard Class,Standard Class
23215,Standard Class,Standard Class
27398,Second Class,Standard Class
28103,Same Day,Standard Class
3949,Standard Class,Standard Class
24506,First Class,Standard Class
4073,Standard Class,Standard Class
23445,Standard Class,Standard Class
31632,Second Class,Standard Class
6715,Standard Class,Standard Class
38426,Standard Class,Standard Class
16151,Standard Class,Standard Class
37521,Standard Class,Standard Class
11951,Same Day,Standard Class
20271,Standard Class,Standard Class
43452,Standard Class,Standard Class
33512,Standard Class,Standard Class
26807,Same Day,Standard Class
15881,Standard Class,Standard Class
42329,Standard Class,Standard Class
38413,Standard Class,Standard Class
16750,Standard Class,Standard Class
26398,Second Class,Standard Class
9370,First Class,Standard Class
21147,Standard Class,Standard Class
3828,Same Day,Standard Class
20378,Standard Class,Standard Class
12069,First Class,Standard Class
45778,Second Class,Standard Class
45449,Second Class,Standard Class
37897,Standard Class,Standard Class
309,Standard Class,Standard Class
15699,Standard Class,Standard Class
47864,Second Class,Standard Class
36806,Standard Class,Standard Class
21767,Standard Class,Standard Class
48871,First Class,
47042,Standard Class,Standard Class
30656,First Class,Standard Class
14769,Second Class,
34491,Standard Class,Standard Class
15257,Second Class,Standard Class
47113,First Class,
20994,Standard Class,Standard Class
21699,Standard Class,Standard Class
11463,Same Day,Standard Class
47325,Second Class,Standard Class
23519,Standard Class,Standard Class
36309,Standard Class,Standard Class
32476,Standard Class,Standard Class
17467,Standard Class,Standard Class
18500,Standard Class,Standard Class
7496,Standard Class,Standard Class
41066,Standard Class,Standard Class
17123,Standard Class,Standard Class
36725,Standard Class,Standard Class
19826,Standard Class,Standard Class
3118,Standard Class,Standard Class
848,Standard Class,Standard Class
28785,First Class,Standard Class
47939,Second Class,Standard Class
48774,Standard Class,Standard Class
24008,Second Class,Standard Class
13827,First Class,Standard Class
10194,Second Class,Standard Class
13758,First Class,Standard Class
5082,Standard Class,Standard Class
14166,Second Class,Standard Class
19504,Standard Class,Standard Class
670,Standard Class,Standard Class
19627,Standard Class,Standard Class
24195,First Class,Standard Class
6911,Standard Class,Standard Class
12170,Second Class,Standard Class
6842,Standard Class,Standard Class
5166,Standard Class,Standard Class
28588,First Class,Standard Class
47438,Standard Class,Standard Class
45978,Standard Class,Standard Class
3491,Standard Class,Standard Class
14667,Second Class,Standard Class
29014,First Class,Standard Class
44805,Standard Class,Standard Class
3379,Second Class,
4309,Standard Class,Standard Class
30226,First Class,Standard Class
46058,Standard Class,Standard Class
35659,Standard Class,Standard Class
26463,Second Class,
44982,Standard Class,Standard Class
21263,Standard Class,Standard Class
400,Standard Class,Standard Class
22059,Standard Class,Standard Class
2089,Same Day,Standard Class
27645,Second Class,Standard Class
7842,Standard Class,Standard Class
47459,Standard Class,Standard Class
45419,First Class,Standard Class
16465,Standard Class,Standard Class
25742,Same Day,Standard Class
3197,Second Class,Standard Class
19841,Standard Class,Standard Class
45638,Standard Class,Standard Class
6449,Second Class,Standard Class
6330,First Class,Standard Class
29906,Second Class,Standard Class
48772,Standard Class,Standard Class
30689,First Class,Standard Class
6659,First Class,Standard Class
41269,Standard Class,Standard Class
8621,Standard Class,Standard Class
46996,Standard Class,Standard Class
48881,Same Day,Standard Class
22398,Standard Class,Standard Class
4487,Same Day,Standard Class
40605,Standard Class,Standard Class
4064,Standard Class,Standard Class
48421,Standard Class,Standard Class
29337,Second Class,Standard Class
33251,Standard Class,Standard Class
2349,Second Class,Standard Class
32053,Second Class,Standard Class
22620,Standard Class,Standard Class
18885,Standard Class,Standard Class
16571,Standard Class,Standard Class
41163,Standard Class,Standard Class
36795,Standard Class,Standard Class
14339,Second Class,Standard Class
23428,Standard Class,Standard Class
45022,Standard Class,Standard Class
35828,Standard Class,Standard Class
11929,First Class,Standard Class
25700,Same Day,Standard Class
6515,Second Class,
21690,Standard Class,Standard Class
